"Keyword"	"SERP features"	"Volume"	"KD"	"CPC"	"Previous organic traffic"	"Current organic traffic"	"Organic traffic change"	"Current paid traffic"	"Previous position"	"Current position"	"Position change"	"Previous URL inside"	"Previous URL"	"Current URL inside"	"Current URL"	"Previous date"	"Current date"
"keto cornstarch substitute"	"People also ask, Sitelinks, Top stories, Thumbnail, Image pack"	"200"	"9"	""	"87"	"86"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/low-carb-cornstarch-substitute/"	""	"https://perfectketo.com/low-carb-cornstarch-substitute/"	"2023-02-27 09:29:58"	"2023-04-21 10:28:27"
"stages of fasting"	"Featured snippet, Thumbnail, People also ask, Video preview"	"2200"	"25"	"0.11"	"86"	"86"	"0"	"0"	"9"	"9"	""	""	"https://perfectketo.com/the-5-stages-of-fasting/"	""	"https://perfectketo.com/the-5-stages-of-fasting/"	"2023-02-24 17:54:40"	"2023-04-30 06:28:19"
"why is canola oil bad for you"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Video preview, Top stories"	"2000"	"62"	"0.00"	"105"	"84"	"-21"	"0"	"5"	"6"	"-1"	""	"https://perfectketo.com/canola-oil/"	""	"https://perfectketo.com/canola-oil/"	"2023-02-25 13:56:31"	"2023-04-30 10:18:45"
"keto food list pdf"	"Image pack, Sitelinks, Video preview, Top stories, Thumbnail"	"2700"	"25"	"0.18"	"160"	"82"	"-78"	"0"	"2"	"10"	"-8"	"Image pack"	"https://perfectketo.com/ketogenic-diet-grocery-list/"	""	"https://perfectketo.com/ketogenic-diet-grocery-list/"	"2023-03-01 07:46:12"	"2023-04-30 02:56:15"
"is tofu keto"	"Featured snippet, Thumbnail, People also ask, Top stories, Video preview"	"3200"	"6"	""	"81"	"81"	"0"	"0"	"7"	"7"	""	""	"https://perfectketo.com/is-tofu-keto-friendly/"	""	"https://perfectketo.com/is-tofu-keto-friendly/"	"2023-03-01 13:27:28"	"2023-05-01 20:46:37"
"keto before and after"	"Image pack, People also ask, Thumbnail"	"3700"	"27"	"1.23"	"120"	"80"	"-40"	"0"	"1"	"9"	"-8"	"Image pack"	"https://perfectketo.com/keto-success-stories/"	""	"https://perfectketo.com/keto-success-stories/"	"2023-02-28 04:36:41"	"2023-05-01 17:39:41"
"keto pescatarian"	"People also ask"	"200"	"12"	""	"32"	"80"	"48"	"0"	"2"	"1"	"1"	""	"https://perfectketo.com/pescatarian-keto-diet/"	""	"https://perfectketo.com/pescatarian-keto-diet/"	"2023-02-16 06:36:42"	"2023-04-11 03:51:49"
"mediterranean keto diet"	"People also ask, Top stories, Thumbnail, Sitelinks, Video preview"	"1200"	"18"	""	"51"	"79"	"28"	"0"	"7"	"5"	"2"	""	"https://perfectketo.com/mediterranean-keto-diet/"	""	"https://perfectketo.com/mediterranean-keto-diet/"	"2023-02-23 19:07:19"	"2023-04-28 16:52:13"
"keto breakfast cereal"	"People also ask, Top stories, Thumbnail, Sitelinks, Video preview"	"300"	"30"	"0.99"	"61"	"79"	"18"	"0"	"1"	"1"	""	""	"https://perfectketo.com/best-keto-cereal/"	""	"https://perfectketo.com/best-keto-cereal/"	"2023-02-08 03:50:43"	"2023-04-29 17:45:27"
"keto success stories"	"People also ask, Video preview, Sitelinks"	"700"	"21"	"0.39"	"63"	"79"	"16"	"0"	"6"	"5"	"1"	""	"https://perfectketo.com/keto-success-stories/"	""	"https://perfectketo.com/keto-success-stories/"	"2023-02-26 13:59:51"	"2023-04-30 15:03:26"
"is spaghetti squash keto"	"People also ask, Top stories, Thumbnail, Image pack, Video preview"	"3200"	"11"	""	"149"	"78"	"-71"	"0"	"3"	"7"	"-4"	"Top stories"	"https://perfectketo.com/keto-spaghetti-squash/"	""	"https://perfectketo.com/keto-spaghetti-squash/"	"2023-02-28 02:10:30"	"2023-04-27 01:05:51"
"macro calculator keto"	"People also ask, Sitelinks, Videos, Image pack"	"600"	"55"	"0.00"	"77"	"77"	"0"	"0"	"3"	"3"	""	""	"https://perfectketo.com/keto-macro-calculator/"	""	"https://perfectketo.com/keto-macro-calculator/"	"2023-02-27 16:15:15"	"2023-05-01 09:39:51"
"keto at costco 2022"	"Videos, People also ask, Video preview"	"200"	"11"	""	"77"	"77"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/costco-keto/"	""	"https://perfectketo.com/costco-keto/"	"2023-02-13 20:38:04"	"2023-04-09 05:41:20"
"how much mct oil per day"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Top stories"	"1500"	"32"	"0.84"	"76"	"76"	"0"	"0"	"6"	"6"	""	""	"https://perfectketo.com/how-much-mct-should-i-take-per-day/"	""	"https://perfectketo.com/how-much-mct-should-i-take-per-day/"	"2023-02-23 03:08:32"	"2023-04-28 18:03:23"
"keto diet for belly fat"	"People also ask, Sitelinks, Top stories, Thumbnail"	"200"	"16"	""	"25"	"76"	"51"	"0"	"3"	"1"	"2"	""	"https://perfectketo.com/does-ketosis-burn-belly-fat/"	""	"https://perfectketo.com/does-ketosis-burn-belly-fat/"	"2023-02-07 04:14:50"	"2023-04-28 04:02:29"
"keto intermittent fasting"	"People also ask, Sitelinks"	"3100"	"20"	"3.21"	"94"	"75"	"-19"	"0"	"9"	"10"	"-1"	""	"https://perfectketo.com/keto-and-intermittent-fasting/"	""	"https://perfectketo.com/keto-and-intermittent-fasting/"	"2023-02-23 20:48:51"	"2023-04-30 04:49:46"
"how to stay in ketosis"	"Featured snippet, Thumbnail, People also ask, Sitelinks"	"1100"	"42"	"1.37"	"94"	"75"	"-19"	"0"	"4"	"5"	"-1"	""	"https://perfectketo.com/how-to-maintain-ketosis/"	""	"https://perfectketo.com/how-to-maintain-ketosis/"	"2023-02-24 19:02:57"	"2023-04-29 09:01:33"
"clean keto"	"Sitelinks, People also ask"	"1200"	"20"	""	"94"	"75"	"-19"	"0"	"4"	"5"	"-1"	""	"https://perfectketo.com/clean-keto-diet/"	""	"https://perfectketo.com/clean-keto-diet/"	"2023-02-28 18:46:50"	"2023-04-28 22:27:26"
"www.customer support link.com keto"	"People also ask, Sitelinks"	"500"	"11"	""	"186"	"75"	"-111"	"0"	"1"	"2"	"-1"	""	"https://help.perfectketo.com/article/es9ctgnfjg-how-do-i-contact-customer-support"	""	"https://help.perfectketo.com/article/es9ctgnfjg-how-do-i-contact-customer-support"	"2023-02-14 05:40:48"	"2023-04-29 04:38:33"
"drinking ketones"	"Featured snippet, Thumbnail, People also ask, Sitelinks"	"1100"	"17"	""	"75"	"75"	"0"	"0"	"4"	"4"	""	""	"https://perfectketo.com/ketone-drinks/"	""	"https://perfectketo.com/ketone-drinks/"	"2023-02-24 10:39:47"	"2023-04-29 13:39:54"
"keto diet for women"	"People also ask, Video preview, Sitelinks"	"1700"	"39"	"0.64"	"60"	"74"	"15"	"0"	"8"	"7"	"1"	""	"https://perfectketo.com/keto-for-women/"	""	"https://perfectketo.com/keto-for-women/"	"2023-02-23 21:16:26"	"2023-04-30 12:47:35"
"low carb substitutes for bread crumbs"	"Top stories, Thumbnail, Sitelinks, Image pack, Video preview"	"200"	"14"	""	"23"	"73"	"49"	"0"	"3"	"1"	"2"	""	"https://perfectketo.com/low-carb-breadcrumb-substitute/"	""	"https://perfectketo.com/low-carb-breadcrumb-substitute/"	"2023-02-23 03:00:36"	"2023-04-17 23:30:39"
"xylitol keto"	"People also ask, Video preview, Shopping results, Thumbnail, Image pack"	"300"	"35"	"0.00"	"73"	"72"	"-2"	"0"	"1"	"1"	""	""	"https://perfectketo.com/xylitol/"	""	"https://perfectketo.com/xylitol/"	"2023-02-27 06:47:19"	"2023-04-20 03:36:53"
"how long should i do keto"	"People also ask, Sitelinks, Videos"	"200"	"44"	""	"15"	"72"	"57"	"0"	"5"	"1"	"4"	""	"https://perfectketo.com/how-long-should-you-do-keto/"	""	"https://perfectketo.com/how-long-should-you-do-keto/"	"2023-02-22 17:16:37"	"2023-04-17 17:09:43"
"high fat foods keto"	"Sitelinks, People also ask, Top stories, Thumbnail"	"1900"	"26"	"1.18"	"89"	"71"	"-18"	"0"	"6"	"7"	"-1"	""	"https://perfectketo.com/high-fat-low-carb-foods/"	""	"https://perfectketo.com/high-fat-low-carb-foods/"	"2023-03-01 14:30:00"	"2023-05-02 03:43:18"
"best alcohol for intermittent fasting"	"Featured snippet, Thumbnail, People also ask, Video preview, Top stories"	"1500"	"8"	""	"37"	"71"	"35"	"0"	"10"	"7"	"3"	""	"https://perfectketo.com/intermittent-fasting-and-alcohol/"	""	"https://perfectketo.com/intermittent-fasting-and-alcohol/"	"2023-02-15 04:20:09"	"2023-04-28 17:40:44"
"keto substitute for cornstarch"	"People also ask, Top stories, Thumbnail, Sitelinks"	"250"	"10"	""	"71"	"71"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/low-carb-cornstarch-substitute/"	""	"https://perfectketo.com/low-carb-cornstarch-substitute/"	"2023-02-06 11:00:03"	"2023-04-27 16:40:35"
"are kind bars healthy"	"Featured snippet, Thumbnail, People also ask, Sitelinks"	"2900"	"31"	""	"9"	"71"	"62"	"0"	"10"	"10"	""	""	"https://perfectketo.com/are-kind-bars-healthy/"	""	"https://perfectketo.com/are-kind-bars-healthy/"	"2023-03-01 07:38:49"	"2023-05-02 07:02:15"
"carbs in black beans"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Top stories"	"6300"	"38"	"0.59"	"29"	"71"	"42"	"0"	"12"	"8"	"4"	""	"https://perfectketo.com/carbs-in-beans/"	""	"https://perfectketo.com/carbs-in-beans/"	"2023-02-28 19:30:45"	"2023-05-01 09:11:31"
"how long should you stay in ketosis"	"Sitelinks"	"200"	"24"	""	"23"	"70"	"48"	"0"	"3"	"1"	"2"	""	"https://perfectketo.com/how-long-should-you-do-keto/"	""	"https://perfectketo.com/how-long-should-you-do-keto/"	"2023-02-22 09:31:03"	"2023-04-15 15:29:46"
"erythritol keto"	"Thumbnail, People also ask, Video preview, Shopping results"	"1300"	"40"	"0.30"	"624"	"70"	"-554"	"0"	"1"	"3"	"-2"	""	"https://perfectketo.com/erythritol-keto-sweetener/"	""	"https://perfectketo.com/erythritol-keto-sweetener/"	"2023-02-26 09:55:51"	"2023-04-25 17:23:10"
"is cauliflower rice keto friendly"	"People also ask, Top stories, Thumbnail, Sitelinks, Video preview"	"200"	"18"	""	"23"	"70"	"47"	"0"	"3"	"1"	"2"	""	"https://perfectketo.com/is-cauliflower-rice-keto/"	""	"https://perfectketo.com/is-cauliflower-rice-keto/"	"2023-02-14 01:40:09"	"2023-04-09 18:12:45"
"hydrogenated oils list"	"Featured snippet, Thumbnail, People also ask, Sitelinks"	"200"	"37"	""	"70"	"69"	"-1"	"0"	"1"	"1"	""	"Featured snippet"	"https://perfectketo.com/hydrogenated-oil/"	"Featured snippet"	"https://perfectketo.com/hydrogenated-oil/"	"2023-02-26 07:55:07"	"2023-04-20 00:13:24"
"is corn oil healthy"	"Featured snippet, Thumbnail, People also ask, Video preview, Top stories, Sitelinks"	"1900"	"22"	"1.27"	"108"	"69"	"-39"	"0"	"4"	"6"	"-2"	""	"https://perfectketo.com/corn-oil/"	""	"https://perfectketo.com/corn-oil/"	"2023-02-26 22:09:13"	"2023-05-01 16:31:22"
"is tofu keto friendly"	"Featured snippet, Thumbnail, People also ask, Top stories, Video preview"	"1300"	"6"	""	"44"	"69"	"25"	"0"	"7"	"5"	"2"	""	"https://perfectketo.com/is-tofu-keto-friendly/"	""	"https://perfectketo.com/is-tofu-keto-friendly/"	"2023-03-01 13:48:28"	"2023-04-26 20:24:28"
"free keto food list"	"Sitelinks, People also ask, Image pack, Top stories, Thumbnail"	"2700"	"54"	""	"68"	"68"	"0"	"0"	"10"	"10"	""	""	"https://perfectketo.com/full-ketogenic-diet-food-list/"	""	"https://perfectketo.com/ketogenic-diet-grocery-list/"	"2023-02-03 23:34:12"	"2023-04-26 19:25:25"
"erythritol vs allulose"	"People also ask"	"200"	"1"	""	"68"	"68"	"0"	"0"	"1"	"1"	""	"Featured snippet"	"https://perfectketo.com/allulose-vs-erythritol/"	""	"https://perfectketo.com/allulose-vs-erythritol/"	"2023-02-15 02:42:34"	"2023-04-10 11:07:35"
"is coconut sugar keto"	"Featured snippet, Thumbnail, People also ask, Top stories, Sitelinks"	"900"	"6"	""	"67"	"67"	"0"	"0"	"3"	"3"	""	""	"https://perfectketo.com/low-carb-sugar-substitutes/"	""	"https://perfectketo.com/low-carb-sugar-substitutes/"	"2023-02-24 18:19:38"	"2023-05-01 04:08:44"
"is popcorn low carb"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Top stories, Video preview"	"4400"	"22"	"1.03"	"34"	"66"	"32"	"0"	"12"	"9"	"3"	""	"https://perfectketo.com/is-popcorn-keto-friendly/"	""	"https://perfectketo.com/is-popcorn-keto-friendly/"	"2023-02-24 08:15:31"	"2023-04-30 01:58:45"
"is stevia keto"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Videos, Top stories, Image pack, Video preview"	"1400"	"32"	""	"66"	"66"	"0"	"0"	"4"	"4"	""	""	"https://perfectketo.com/is-stevia-keto/"	""	"https://perfectketo.com/is-stevia-keto/"	"2023-02-25 06:16:45"	"2023-04-30 21:32:59"
"high in fat low in carbs"	"People also ask, Sitelinks, Top stories, Thumbnail, Videos, Image pack"	"700"	"41"	""	"41"	"65"	"23"	"0"	"6"	"4"	"2"	""	"https://perfectketo.com/high-fat-low-carb-foods/"	""	"https://perfectketo.com/high-fat-low-carb-foods/"	"2023-02-15 02:58:42"	"2023-04-28 23:16:50"
"1500 calorie keto meal plan"	"People also ask, Sitelinks"	"150"	"7"	"0.74"	"26"	"64"	"38"	"0"	"2"	"1"	"1"	""	"https://perfectketo.com/1500-calorie-keto-meal-plan/"	""	"https://perfectketo.com/1500-calorie-keto-meal-plan/"	"2023-02-07 01:44:03"	"2023-04-27 02:10:05"
"best keto electrolytes"	"People also ask, Sitelinks, Videos, Image pack"	"150"	"2"	""	"63"	"63"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/best-keto-electrolytes/"	""	"https://perfectketo.com/best-keto-electrolytes/"	"2023-02-07 00:10:25"	"2023-04-27 13:49:13"
"keto constipation"	"People also ask"	"3100"	"23"	"1.80"	"219"	"63"	"-157"	"0"	"5"	"8"	"-3"	""	"https://perfectketo.com/keto-constipation/"	""	"https://perfectketo.com/keto-constipation/"	"2023-02-26 17:12:38"	"2023-04-30 07:27:52"
"are cucumbers keto"	"Featured snippet, Thumbnail, People also ask, Sitelinks"	"2500"	"8"	""	"78"	"62"	"-16"	"0"	"4"	"5"	"-1"	""	"https://perfectketo.com/are-cucumbers-keto/"	""	"https://perfectketo.com/are-cucumbers-keto/"	"2023-02-26 03:09:50"	"2023-04-30 03:39:57"
"how many carbs in cabbage"	"People also ask, Knowledge panel, Top stories, Thumbnail"	"4200"	"36"	"2.64"	"77"	"62"	"-15"	"0"	"5"	"6"	"-1"	""	"https://perfectketo.com/carbs-in-cabbage/"	""	"https://perfectketo.com/carbs-in-cabbage/"	"2023-02-28 17:59:27"	"2023-05-02 04:26:52"
"cereal keto"	"People also ask, Sitelinks, Shopping results, Thumbnail, Top stories, Videos, Image pack"	"150"	"30"	""	"16"	"61"	"45"	"0"	"4"	"1"	"3"	""	"https://perfectketo.com/best-keto-cereal/"	""	"https://perfectketo.com/best-keto-cereal/"	"2023-02-09 02:43:33"	"2023-04-29 13:30:04"
"best keto macro calculator"	"People also ask"	"150"	"55"	""	"20"	"61"	"41"	"0"	"3"	"1"	"2"	""	"https://perfectketo.com/keto-macro-calculator/"	""	"https://perfectketo.com/keto-macro-calculator/"	"2023-02-04 01:24:05"	"2023-04-24 20:21:24"
"keto foods at costco"	"Sitelinks, People also ask, Videos, Top stories, Thumbnail"	"150"	"22"	""	"3"	"61"	"57"	"0"	"11"	"1"	"10"	""	"https://perfectketo.com/costco-keto/"	""	"https://perfectketo.com/costco-keto/"	"2023-02-05 21:03:41"	"2023-04-25 22:59:16"
"clean keto meal plan"	"Sitelinks, People also ask, Top stories, Thumbnail"	"450"	"11"	""	"75"	"60"	"-15"	"0"	"2"	"3"	"-1"	""	"https://perfectketo.com/clean-keto-diet/"	""	"https://perfectketo.com/clean-keto-diet/"	"2023-03-01 10:30:21"	"2023-04-27 05:22:19"
"keto cold brew starbucks"	"Featured snippet, Thumbnail, People also ask, Top stories, Video preview"	"150"	"26"	""	"2"	"60"	"58"	"0"	"14"	"1"	"13"	""	"https://perfectketo.com/keto-starbucks-drinks/"	"Featured snippet"	"https://perfectketo.com/keto-starbucks-drinks/"	"2023-02-14 00:54:26"	"2023-04-09 13:33:03"
"carbs in champagne"	"Featured snippet, Thumbnail, People also ask, Image pack, Top stories, Video preview"	"1500"	"9"	""	"49"	"60"	"11"	"0"	"6"	"5"	"1"	""	"https://perfectketo.com/carbohydrates-in-champagne/"	""	"https://perfectketo.com/carbohydrates-in-champagne/"	"2023-02-25 05:40:21"	"2023-04-26 00:03:04"
"corn tortilla carbs"	"People also ask, Knowledge panel, Sitelinks, Top stories, Thumbnail"	"6500"	"22"	"0.12"	"59"	"59"	"0"	"0"	"8"	"8"	""	""	"https://perfectketo.com/are-tortillas-low-carb/"	""	"https://perfectketo.com/are-tortillas-low-carb/"	"2023-03-01 18:06:12"	"2023-05-01 06:51:34"
"soluble tapioca fiber"	"Video preview, Sitelinks, Image pack, Top stories, Thumbnail"	"150"	"7"	""	"58"	"58"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/soluble-tapioca-fiber/"	""	"https://perfectketo.com/soluble-tapioca-fiber/"	"2023-02-21 04:23:15"	"2023-04-15 04:28:11"
"keto diet snacks"	"People also ask, Sitelinks, Shopping results, Thumbnail"	"1800"	"42"	"1.86"	"0"	"58"	"58"	"0"	"45"	"8"	"37"	""	"https://perfectketo.com/ultimate-healthy-keto-snack-list/"	""	"https://perfectketo.com/keto-snacks/"	"2023-02-26 08:35:54"	"2023-04-30 05:19:33"
"is eggplant keto"	"People also ask, Top stories, Thumbnail, Sitelinks, Image pack"	"2000"	"10"	""	"73"	"58"	"-15"	"0"	"5"	"6"	"-1"	""	"https://perfectketo.com/eggplant-keto/"	""	"https://perfectketo.com/eggplant-keto/"	"2023-02-27 18:27:05"	"2023-04-25 07:15:12"
"almond milk carbs"	"Featured snippet, Thumbnail, People also ask, Top stories, Video preview"	"1900"	"15"	""	"91"	"58"	"-33"	"0"	"7"	"9"	"-2"	""	"https://perfectketo.com/almond-milk-good-keto/"	""	"https://perfectketo.com/almond-milk-good-keto/"	"2023-02-24 16:44:12"	"2023-04-29 06:23:04"
"hydrogenated oil"	"Featured snippet, Thumbnail, People also ask, Knowledge panel, Sitelinks, Video preview"	"5400"	"54"	"1.14"	"18"	"57"	"39"	"0"	"11"	"8"	"3"	""	"https://perfectketo.com/hydrogenated-oil/"	""	"https://perfectketo.com/hydrogenated-oil/"	"2023-03-01 08:20:49"	"2023-05-02 03:21:55"
"how long to do keto"	"Sitelinks"	"150"	"45"	""	"15"	"57"	"42"	"0"	"4"	"1"	"3"	""	"https://perfectketo.com/how-long-should-you-do-keto/"	""	"https://perfectketo.com/how-long-should-you-do-keto/"	"2023-02-24 08:47:28"	"2023-04-18 00:09:10"
"vegetables for weight loss"	"People also ask, Top stories, Thumbnail"	"900"	"45"	"7.94"	"36"	"57"	"21"	"0"	"8"	"6"	"2"	""	"https://perfectketo.com/top-11-best-vegetables-for-weight-loss/"	""	"https://perfectketo.com/top-11-best-vegetables-for-weight-loss/"	"2023-02-23 18:01:38"	"2023-04-28 20:03:29"
"intermittent fasting diarrhea"	"Featured snippet, Thumbnail, People also ask"	"600"	"10"	"0.01"	"89"	"57"	"-32"	"0"	"3"	"5"	"-2"	""	"https://perfectketo.com/diarrhea-during-fasting/"	""	"https://perfectketo.com/diarrhea-during-fasting/"	"2023-02-24 23:55:04"	"2023-04-25 21:35:44"
"keto mediterranean diet"	"People also ask, Sitelinks, Top stories, Thumbnail, Video preview"	"1000"	"19"	""	"71"	"57"	"-14"	"0"	"4"	"5"	"-1"	""	"https://perfectketo.com/mediterranean-keto-diet/"	""	"https://perfectketo.com/mediterranean-keto-diet/"	"2023-02-26 17:42:04"	"2023-05-01 05:58:22"
"bone broth keto"	"Top stories, Thumbnail, People also ask, Shopping results, Sitelinks, Image pack"	"700"	"6"	""	"3"	"57"	"53"	"0"	"15"	"1"	"14"	""	"https://perfectketo.com/keto-chicken-bone-broth/"	"Top stories"	"https://perfectketo.com/keto-chicken-bone-broth/"	"2023-02-04 06:25:03"	"2023-05-02 04:48:25"
"pescatarian keto diet"	"People also ask, Sitelinks, Video preview"	"150"	"10"	""	"57"	"56"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/pescatarian-keto-diet/"	""	"https://perfectketo.com/pescatarian-keto-diet/"	"2023-03-01 21:23:17"	"2023-04-24 10:09:45"
"almond butter keto friendly"	"People also ask, Top stories, Thumbnail, Sitelinks, Videos, Image pack, Video preview"	"150"	"10"	""	"56"	"56"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/almond-butter-keto/"	""	"https://perfectketo.com/almond-butter-keto/"	"2023-02-09 01:14:26"	"2023-04-30 04:07:29"
"what cereal is keto friendly"	"People also ask, Top stories, Thumbnail, Sitelinks, Video preview"	"150"	"29"	""	"15"	"56"	"42"	"0"	"4"	"1"	"3"	""	"https://perfectketo.com/best-keto-cereal/"	""	"https://perfectketo.com/best-keto-cereal/"	"2023-02-12 00:25:58"	"2023-05-01 11:27:31"
"keto takeout"	"Sitelinks, People also ask, Video preview, Top stories, Thumbnail, Videos"	"700"	"44"	"0.00"	"5"	"56"	"51"	"0"	"16"	"5"	"11"	""	"https://perfectketo.com/healthy-takeout/"	""	"https://perfectketo.com/keto-fast-food/"	"2023-02-27 09:02:55"	"2023-05-01 04:34:22"
"keto calculator free"	"People also ask"	"1200"	"51"	"0.42"	"56"	"56"	"0"	"0"	"7"	"7"	""	""	"https://perfectketo.com/keto-macro-calculator/"	""	"https://perfectketo.com/keto-macro-calculator/"	"2023-02-27 12:07:27"	"2023-04-25 17:53:16"
"is soybean oil bad for you"	"Featured snippet, Thumbnail, People also ask, Video preview, Top stories"	"6700"	"31"	"0.84"	"70"	"56"	"-14"	"0"	"12"	"13"	"-1"	""	"https://perfectketo.com/soybean-oil/"	""	"https://perfectketo.com/soybean-oil/"	"2023-02-28 10:40:40"	"2023-04-30 04:06:23"
"no sugar challenge"	"People also ask, Image pack, Sitelinks, Top stories, Thumbnail"	"1200"	"12"	"0.29"	"56"	"56"	"0"	"0"	"3"	"3"	""	"Image pack"	"https://perfectketo.com/7-day-no-sugar-challenge/"	"Image pack"	"https://perfectketo.com/7-day-no-sugar-challenge/"	"2023-02-28 01:55:23"	"2023-04-27 08:36:38"
"is almond milk keto"	"Featured snippet, Thumbnail, People also ask, Top stories, Sitelinks"	"2400"	"8"	""	"70"	"56"	"-14"	"0"	"5"	"6"	"-1"	""	"https://perfectketo.com/almond-milk-good-keto/"	""	"https://perfectketo.com/almond-milk-good-keto/"	"2023-02-28 17:52:27"	"2023-04-26 03:25:05"
"fiber keto"	"People also ask, Sitelinks, Video preview, Image pack"	"700"	"14"	"0.00"	"55"	"55"	"0"	"0"	"5"	"5"	""	""	"https://perfectketo.com/how-to-get-fiber-on-keto/"	""	"https://perfectketo.com/how-to-get-fiber-on-keto/"	"2023-02-21 03:40:24"	"2023-04-29 06:28:33"
"modified keto"	"People also ask, Sitelinks"	"150"	"5"	""	"55"	"55"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/modified-keto-diet/"	""	"https://perfectketo.com/modified-keto-diet/"	"2023-02-07 00:37:30"	"2023-04-26 19:31:42"
"what is dry fasting"	"Featured snippet, Thumbnail, People also ask, Sitelinks"	"1500"	"13"	"0.00"	"55"	"55"	"0"	"0"	"5"	"5"	""	""	"https://perfectketo.com/dry-fasting/"	""	"https://perfectketo.com/dry-fasting/"	"2023-02-26 08:23:53"	"2023-05-01 02:22:55"
"keto snack ideas"	"People also ask, Top stories, Thumbnail, Sitelinks, Video preview"	"8100"	"33"	"3.17"	"10"	"55"	"45"	"0"	"9"	"15"	"-6"	"Image pack"	"https://perfectketo.com/ultimate-healthy-keto-snack-list/"	""	"https://perfectketo.com/keto-snacks/"	"2023-03-01 14:03:24"	"2023-05-02 02:51:52"
"carbs in jicama"	"People also ask, Sitelinks, Knowledge panel, Top stories, Thumbnail"	"1700"	"14"	"0.00"	"35"	"55"	"20"	"0"	"7"	"5"	"2"	""	"https://perfectketo.com/jicama-keto-friendly/"	""	"https://perfectketo.com/jicama-keto-friendly/"	"2023-03-01 08:42:12"	"2023-04-25 20:12:15"
